y\x,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4
0.0,0.005689872,0.005393901,0.005483094,0.005969421,0.006127710,0.006417157,0.005289153,0.005283050,0.005093441,0.005624857,0.006331981,0.005542358,0.006121029,0.005637458,0.005434854,0.005111358,0.006036561,0.005301473,0.005318563,0.005943628,0.005657935,0.006046997,0.005893616,0.004976755,0.006156666,0.005175152,0.005034334,0.006014313,0.005784144,0.005532711,0.005418709,0.005615209,0.005267692,0.005038606,0.006608340,0.006114531,0.005571460,0.004980817,0.005166174,0.006041091,0.006205497
0.01,0.006077515,0.005860735,0.006222429,0.005887513,0.005978373,0.006421298,0.005913897,0.005897358,0.005144042,0.005941659,0.006121816,0.005884954,0.006075941,0.005564214,0.006530961,0.006427199,0.006257870,0.006449644,0.004931594,0.005316718,0.005884362,0.005803046,0.005111556,0.006047142,0.005694164,0.006820986,0.006269486,0.005276552,0.005992064,0.005693534,0.006280119,0.006258940,0.005538027,0.005695935,0.006167496,0.005606454,0.006460670,0.005787688,0.006714072,0.005715428,0.006199983
0.02,0.005382875,0.006024557,0.005752332,0.005762709,0.005875699,0.006065249,0.006049557,0.005927876,0.005685106,0.005926499,0.005263018,0.005272989,0.005268873,0.006092512,0.005760713,0.005504161,0.006002696,0.005859160,0.005660889,0.005612255,0.005701252,0.005786506,0.005320066,0.005979462,0.005942447,0.005387009,0.005645925,0.005323445,0.004884931,0.005553581,0.005740630,0.006382110,0.005592960,0.005178893,0.005546493,0.005646535,0.005522833,0.006092282,0.006044437,0.006092085,0.005254066
0.03,0.005665660,0.005596308,0.006183641,0.006143475,0.006451416,0.005940675,0.005972473,0.006116697,0.005766423,0.005842031,0.005773314,0.005754164,0.005636973,0.005650401,0.005525819,0.006503594,0.005907990,0.006240936,0.005665024,0.005193069,0.005383859,0.005434067,0.005783461,0.005982809,0.006107640,0.005471969,0.005835730,0.005163338,0.005262816,0.005599064,0.006267912,0.006262201,0.005302286,0.006423064,0.005226738,0.006572873,0.006344306,0.005939099,0.005454150,0.006033017,0.005644743
0.04,0.005896570,0.006320179,0.005940734,0.006293902,0.006162376,0.005529955,0.006357006,0.006832602,0.006848551,0.006123785,0.006602238,0.006400617,0.005804818,0.006430152,0.005499042,0.006349032,0.005886817,0.005444699,0.005328335,0.006112858,0.005971193,0.005995017,0.005669526,0.006038137,0.005771346,0.006353953,0.005987535,0.006026796,0.005733345,0.006444524,0.006593967,0.006096417,0.005812693,0.006142490,0.005810134,0.006049990,0.007252182,0.005713066,0.006675285,0.005648287,0.006178915
