y\x,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2
0.0,0.016128803,0.015950233,0.015950233,0.016185775,0.016052560,0.016052560,0.016021803,0.016021803,0.016045788,0.015892353,0.015839182,0.015839182,0.015936690,0.015936690,0.015947920,0.015995229,0.015995229,0.015975028,0.015950922,0.015950922,0.015966280
0.01,0.015820233,0.015820233,0.015935512,0.015935512,0.015949069,0.016124463,0.015955523,0.015955523,0.016087774,0.016087774,0.016094852,0.016132323,0.016132323,0.016092885,0.015902296,0.015902296,0.016084239,0.016102250,0.016102250,0.015990425,0.016078234
0.02,0.016221851,0.016001286,0.016074180,0.016074180,0.016199939,0.016199939,0.016045865,0.016074728,0.016078744,0.016078744,0.016003197,0.016003197,0.016125174,0.016029880,0.016081622,0.016081622,0.016134562,0.016134562,0.016113237,0.016103227,0.016103227
0.03,0.015906112,0.016085284,0.016085284,0.016136130,0.016077228,0.016077228,0.015865544,0.015865544,0.016013544,0.016086880,0.016090127,0.016090127,0.015975604,0.015975604,0.016133480,0.016104098,0.016104098,0.016338183,0.016074155,0.016074155,0.016034990
0.04,0.016023636,0.016023636,0.016207500,0.015963790,0.015963790,0.015967365,0.016230902,0.016230902,0.016201332,0.016201332,0.016350754,0.016088603,0.016283851,0.016283851,0.016386160,0.016386160,0.016169708,0.016202359,0.016202359,0.016293243,0.016286884
