file,channel,x_pos,y_pos,n_samples,t_start,t_end,dt,sample_rate_hz,mean,std,rms,min,max,p2p,dominant_freq_hz,dominant_amp
MeasurementLog2026622.csv,RMS (A) (V),,,80,2026-06-22T13:30:27,2026-06-22T13:34:49,3.0,0.3333333333333333,0.0160810834625,0.00012476521429358254,0.016081567451171813,0.015825382,0.016390111,0.0005647289999999999,0.008333333333333333,0.003403142834035633
MeasurementLog2026622.csv,Mean (A) (V),,,80,2026-06-22T13:30:27,2026-06-22T13:34:49,3.0,0.3333333333333333,0.0160766372875,0.00012486442568083517,0.01607712218024843,0.015820233,0.01638616,0.0005659270000000008,0.008333333333333333,0.003403802873341425
