file,channel,x_pos,y_pos,n_samples,t_start,t_end,dt,sample_rate_hz,mean,std,rms,min,max,p2p,dominant_freq_hz,dominant_amp
MeasurementLog2026623_test1mswithscanning_2.csv,RMS (A) (V),,,500,2026-06-23T15:58:15,2026-06-23T16:06:15,1.0,1.0,0.0058231642532,0.00043606069852714785,0.005839468370712038,0.0047625075,0.0072555463,0.0024930388000000006,0.004,0.04642719921697269
MeasurementLog2026623_test1mswithscanning_2.csv,Mean (A) (V),,,500,2026-06-23T15:58:15,2026-06-23T16:06:15,1.0,1.0,0.005822782768,0.0004358722497377583,0.005839073880454776,0.0047646286,0.0072521823,0.0024875537,0.004,0.046345102306117006
